;date;id;text;views.count;likes.count;reposts.count;type;link;post_id;parents_stack;file_name;Unnamed: 0;Ссылка;Район;label;score;label_cat;score_cat
12;2022-01-01 00:28:05;1065808;галина в куртку и домой;;0;;reply;;1065800.0;1065801.0;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.9818491339683532;ЖКХ,;0.7043952941894531
13;2022-01-01 00:31:59;1065809;галина жалко глупый котейка ему добро а он от добра спасибо вам что вы помогаете за ваше участие может посидит проголодается и сам попросится;;0;;reply;;1065800.0;1065804.0;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.9918093085289;Благоустройство,;0.4929490685462951
14;2022-01-01 00:32:55;247968;андрей мы ждали до  приехал кортеж точнее проехал из машины детям помохал мужик в синем халате хоть бы бороду одел дети в истерике;;2;;reply;;247923.0;247967.0;sestroretskspb.csv;;https://vk.com/sestroretskspb;Курортный район;LABEL_1;0.9935697317123412;ЖКХ,;0.3099334836006164
15;2022-01-01 00:36:46;1065810;шурочка у меня маленький ребенок а кот орет и вырывается;;0;;reply;;1065800.0;1065801.0;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.99062842130661;Благоустройство,;0.5526973009109497
16;2022-01-01 00:38:09;37570;доброй ночи и с новым годом наша любимая администрация курортного района зачем очередной раз обманули детей в  должен быть кортеж на первого мая но его не дождались в  мы позванили в администрацию где нам сказали даже не ждите у вас не кого не будет в  стали все уходить дети растроины вот и праздник в  проехала машина не понятно что и в последней машине вроде похож на дедушку мароза без бороды очередной раз лахотрон но в этот раз обманули дитей которые ждали и не дождались вас хорошая в ковычках организация вам не стыдно;;0;;comment;;37569.0;;vesti_kurort.csv;;https://vk.com/vesti_kurort;Курортный район;LABEL_1;0.9952677488327026;Безопасность,;0.533338189125061
17;2022-01-01 00:39:45;1065811;надежда да я и не против я бы забрала но он кричит и вырывается царапается;;0;;reply;;1065800.0;1065804.0;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.99722158908844;Благоустройство,;0.3526397943496704
18;2022-01-01 00:40:41;247971;какая шикарная афиша музыкальные театрализованные поздравления деда мороза гдеееее мы детям наобещали простояли на улице  часахорошо мороза нет и пошли домой около парадной услышали отдалённо музыку побежали обратно мороз проехал мимосам за рулёмулыбнувшись  без шапки без бородымаленьких детей ещё и успокаивать пришлось;;2;;comment;;247923.0;;sestroretskspb.csv;;https://vk.com/sestroretskspb;Курортный район;LABEL_1;0.9896525740623474;Благоустройство,;0.4365211725234985
19;2022-01-01 00:43:47;1065813;кот шикарный ухоженный но в квартиру никак идти не хочет;;0;;reply;;1065800.0;1065801.0;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.997065246105194;ЖКХ,;0.8084136843681335
20;2022-01-01 00:48:11;566326;светлана темно или светло на фото часто ли солнечно в петербурге в данное время года вообще светло это как как в торговых центрахстранно там гирлянды и елки горят  обратите внимание на то как работают укранения на торговых центрах тот же стокман на невском весь день праздничный а вот сам невский только когда включают свет темно или нет не играет роли;;2;;reply;;566172.0;566215.0;spb.csv;533076.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9886807203292848;Энергетика;0.7679543495178223
21;2022-01-01 00:51:13;1269015;у меня нет но мне нравятся те старые добрые  открытки;;2;;comment;;1268958.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9924101829528807;Безопасность,;0.2627297639846802
22;2022-01-01 00:51:56;1269016;екатерина ну так вы сами и ответили  а так то нереально;;0;;reply;;1268969.0;1268981.0;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9897803068161012;Безопасность,;0.3789529204368591
23;2022-01-01 00:56:32;167522;его вроде выкладывали несколько дней назад самовыгул похоже;;0;;comment;;167520.0;;pesochnysettlement.csv;;https://vk.com/pesochnysettlement;Курортный район;LABEL_1;0.991474151611328;Безопасность,;0.3881969749927521
24;2022-01-01 00:59:31;167524; ага а что с ним делать жалко с ошейником бегает и в машине спокойный;;0;;reply;;167520.0;167523.0;pesochnysettlement.csv;;https://vk.com/pesochnysettlement;Курортный район;LABEL_1;0.996084690093994;Благоустройство,;0.3334605097770691
25;2022-01-01 01:04:44;167525; не знаю если честно в прошлый раз под постом никто не отписался он с виду ухоженный не худой;;0;;reply;;167520.0;167523.0;pesochnysettlement.csv;;https://vk.com/pesochnysettlement;Курортный район;LABEL_1;0.9969750642776488;ЖКХ,;0.4780076444149017
26;2022-01-01 01:13:57;167526; вроде нет не худой;;0;;reply;;167520.0;167523.0;pesochnysettlement.csv;;https://vk.com/pesochnysettlement;Курортный район;LABEL_1;0.9952483773231506;Дороги,;0.4038550853729248
27;2022-01-01 01:31:45;1268969;помогите найти собаку пожалуйста зовут его бруно убежал от сортировочного моста в сторону софийской  испугался салютов и убежал;25205.0;367;88.0;post;;;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9876629710197448;Благоустройство,;0.4103792905807495
28;2022-01-01 01:36:30;1268308;без комментариев;;8;;comment;;1268305.0;;grazhdanka_spb.csv;;https://vk.com/grazhdanka_spb;Калининский;LABEL_1;0.993160843849182;Безопасность,;0.2638475596904754
29;2022-01-01 01:37:43;1269018;а  фонаря на детскую площадку во дворе белградская  и славы  не могут поставить с  года то у них проекта нет то денег теперь реорганизация дети выросли играя на площадке без света теперь внуки обращения натыкаются на отписки;;0;;comment;;1268741.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9931556582450868;Энергетика;0.4323501884937286
30;2022-01-01 01:53:44;227543;как давно это было;;0;;comment;;227524.0;;kalin_spb.csv;;https://vk.com/kalin_spb;Калининский;LABEL_1;0.9861082434654236;Строительство,;0.387399286031723
31;2022-01-01 01:54:15;1065818;вы не знаете куда побежал;;0;;comment;;1065800.0;;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.9901224970817566;Транспорт,;0.507848858833313
32;2022-01-01 01:54:19;1268309;начинается  собаку жалко вам мозгов;;31;;comment;;1268305.0;;grazhdanka_spb.csv;;https://vk.com/grazhdanka_spb;Калининский;LABEL_1;0.9906893968582152;Безопасность,;0.5912148952484131
33;2022-01-01 01:57:09;1065820;галина он не когда не берёт еду из рук;;0;;reply;;1065800.0;1065804.0;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.9820581078529358;Образование,;0.4755286574363708
34;2022-01-01 01:58:31;37717;снегом завалены газоны на рижской полностьючто недопустимо по законодательству и тротуары на этой улице плохо убраны в новый год комитету нужно организовать уборку складированного снега с газонов рижской улицы ;;1;;comment;;37613.0;;kb_spb.csv;;https://vk.com/kb_spb;Комитет по благоустройству Санкт‑Петербурга;LABEL_1;0.9970580339431764;Дороги,;0.6080242395401001
35;2022-01-01 01:58:51;1065821;вы не знаете где он;;0;;comment;;1065800.0;;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.9576696753501892;Безопасность,;0.4248072206974029
36;2022-01-01 02:00:51;256339;она нормально попросилакто не хочет помогатьидите лесом;;2;;comment;;256167.0;;vechkolp.csv;;https://vk.com/vechkolp;Колпинский;LABEL_1;0.996775448322296;Благоустройство,;0.6423577070236206
37;2022-01-01 02:07:54;1065822;извените пожалуйста он не у вас;;0;;comment;;1065800.0;;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.9958301186561584;СоцЗащита,;0.3081314265727997
38;2022-01-01 02:08:42;987949;чувствую что скоро в питере натыркают небоскрёбов немеренное количество;;2;;comment;;987936.0;;kolpino.csv;;https://vk.com/kolpino;Колпинский;LABEL_1;0.9881771206855774;Строительство,;0.705599844455719
39;2022-01-01 02:13:42;227544;скользко;;0;;comment;;227439.0;;kalin_spb.csv;;https://vk.com/kalin_spb;Калининский;LABEL_1;0.99220472574234;Дороги,;0.937317967414856
40;2022-01-01 02:21:22;1268311;как обычно а вот мы гуляем без поводка   а не боитесь что убежит или под машину попадёт    нее наш не из таких;;22;;comment;;1268305.0;;grazhdanka_spb.csv;;https://vk.com/grazhdanka_spb;Калининский;LABEL_1;0.9966909885406494;Благоустройство,;0.3483248353004455
41;2022-01-01 02:37:55;987952;а ктото ещё не ложился;;1;;comment;;987951.0;;kolpino.csv;;https://vk.com/kolpino;Колпинский;LABEL_1;0.9942804574966432;Дороги,;0.2140970677137375
42;2022-01-01 03:00:00;1065800;доброго времени сутокчей потеряшка;11573.0;44;6.0;post;;;;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.9868935346603394;Дороги,;0.5416392683982849
43;2022-01-01 03:18:02;1269019;ну поделом пока бруно надеюсь тебя не больно зарежут;;0;;comment;;1268969.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9956305027008056;Здравоохранение,;0.7330506443977356
44;2022-01-01 03:24:29;1269020;да вот и сейчас громыхают на пражской выводит всеравно надо у меня в прошлом была собака так он никогда не будет дома свои дела делать хотя раньше такой стрельбы и не наблюдалось дай бог найтись всем животным ;;3;;comment;;1268969.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9967356324195862;Благоустройство,;0.6010099649429321
45;2022-01-01 03:39:46;1361631;галина к сожалению медиков всегда недооценивали  а они за мизерную зарплату теряли своё здоровье  работая на полторы ставки светя другим  сгораешь сам  ;;1;;reply;;1361479.0;1361511.0;pushkin_story.csv;;https://vk.com/pushkin_story;Пушкинский район;LABEL_1;0.9948293566703796;Здравоохранение,;0.5744927525520325
46;2022-01-01 04:05:00;1268305;соседи с новым годом счастья всем здоровья помогите пожалуйста вдруг кто видел собачку убежал на брянцева;7755.0;46;12.0;post;;;;grazhdanka_spb.csv;;https://vk.com/grazhdanka_spb;Калининский;LABEL_1;0.9946480393409728;Благоустройство,;0.529508113861084
47;2022-01-01 04:30:26;1361635;изначально дед мороз которого превратили в доброго дедушку не очень приветливый персонаж он пролезал в дом через трубу насиловал всех подряд и перерезал горло;;0;;comment;;1360893.0;;pushkin_story.csv;;https://vk.com/pushkin_story;Пушкинский район;LABEL_1;0.9902406930923462;ЖКХ,;0.4815053939819336
48;2022-01-01 04:36:22;1361636;она ни разу по назначению не использовалась;;0;;comment;;1361408.0;;pushkin_story.csv;;https://vk.com/pushkin_story;Пушкинский район;LABEL_1;0.9790673851966858;Здравоохранение,;0.7218765020370483
49;2022-01-01 04:42:10;1269021;как можно потерять собаку тупые хозяева;;6;;comment;;1268969.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9909095168113708;Безопасность,;0.6321419477462769
50;2022-01-01 04:46:45;15237;тогда предлагаю  если будет нельзя вариант к короткий  то вариант м до метро  ;;0;;reply;;15179.0;15195.0;passtransportspb.csv;;https://vk.com/passtransportspb;Комитет по транспорту;LABEL_1;0.992379903793335;Транспорт,;0.89118891954422
51;2022-01-01 05:07:01;14278;когда повысят зарплаты а то последние лет  они не растут в то время как цены стремятся ввысь;;1;;comment;;14273.0;;primorsknews_ru.csv;;https://vk.com/primorsknews_ru;Приморский;LABEL_1;0.9955679774284364;Безопасность,;0.9766697883605956
52;2022-01-01 05:35:00;987951;доброе утро нового  года ну как народ проснулись скорее всего только что легли вы можете спать  но утро все равно уже пришло утро самого загадочного и долгожданного  дня утро  января всем хорошего настроения радости и приятного времяпровождения доброеутро;6238.0;26;1.0;post;;;;kolpino.csv;;https://vk.com/kolpino;Колпинский;LABEL_1;0.9917656779289246;Строительство,;0.2746230363845825
53;2022-01-01 05:39:16;566329;ага загадать повышение цен тарифов штрафов и так далее по списку;;7;;comment;;566172.0;;spb.csv;533164.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9948845505714417;Безопасность,;0.6909600496292114
54;2022-01-01 05:53:51;167529;вот это гулянья не то что в нашем сертолово;;1;;comment;;167527.0;;pesochnysettlement.csv;;https://vk.com/pesochnysettlement;Курортный район;LABEL_1;0.9546364545822144;Благоустройство,;0.65879887342453
55;2022-01-01 05:58:52;1361641;да там действительно есть знак и нарушать пдд нельзя тем более что там много детей которым трудно передвигаться  на колясках и подвергать их жизни опасности нельзя;;0;;comment;;1361392.0;;pushkin_story.csv;;https://vk.com/pushkin_story;Пушкинский район;LABEL_1;0.9964495897293092;Транспорт,;0.9644218683242798
56;2022-01-01 05:59:40;1268318;ренатик да да;;2;;reply;;1268280.0;1268312.0;grazhdanka_spb.csv;;https://vk.com/grazhdanka_spb;Калининский;LABEL_1;0.9867852330207824;Благоустройство,;0.3592086434364319
57;2022-01-01 06:04:26;212571; обоснуйте жду ответа может я жизнь прожила зря что думаю иначе;;0;;reply;;212308.0;212442.0;kolpinoask.csv;;https://vk.com/kolpinoask;Колпинский;LABEL_1;0.9966289401054382;СоцЗащита,;0.6708099842071533
58;2022-01-01 06:07:18;1269022;хоть бы нашелся не могу понять зачем хмесячного щенка тащить на улицу они еще не всегда терпят лужей меньше лужей больше;;3;;comment;;1268969.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9968748092651368;Благоустройство,;0.7722501754760742
59;2022-01-01 06:11:25;212572;андрей а почему по ночам ведь с ноября темнеет очень рано особенно в пасмурную погоду;;0;;reply;;212379.0;212423.0;kolpinoask.csv;;https://vk.com/kolpinoask;Колпинский;LABEL_1;0.991862654685974;Энергетика;0.5679916143417358
60;2022-01-01 06:12:23;37720;комитет по благоустройству санктпетербурга в сибирь бы вас там бы увидели что такое много снега;;1;;reply;;37696.0;37703.0;kb_spb.csv;;https://vk.com/kb_spb;Комитет по благоустройству Санкт‑Петербурга;LABEL_1;0.9960281848907472;Дороги,;0.6517455577850342
61;2022-01-01 06:14:58;37721;екатерина что их проситьто они что даром работают  вас на работе начальники так просят впрочем вы может и не работаете;;2;;reply;;37696.0;37697.0;kb_spb.csv;;https://vk.com/kb_spb;Комитет по благоустройству Санкт‑Петербурга;LABEL_1;0.9937938451766968;Безопасность,;0.6179335117340088
62;2022-01-01 06:21:38;24057;московский район санктпетербурга это не поликлиника;;0;;reply;;23945.0;23990.0;zhit_v_moskovskom.csv;;https://vk.com/zhit_v_moskovskom;Московский;LABEL_1;0.9937728047370912;Здравоохранение,;0.957554578781128
63;2022-01-01 06:28:55;15238;комитет по транспорту тогда для начала найдите виновных  и показательно их накажите когда ваши замзамзамы чисто из вредности что кто то оказался умнее их умышленно не стали включать в план расширения у автобусных остановок по пулковскому шоссе обращение было в августе  работы начались без согласования с заявителеминициатором по проблеме весной  года  замзамзамы видно не выходя из кабинетов влепили остановку с расширением и переносом подземных коммуникацийтам где её никогда не было и она была не нужна особо несколько месяцев автобусы так и ездили мимо этой остановки призрака  и лишь потом спустя полгода когда подняли жители вопрос о не целевом использовании бюджетных средств так как в кармане на пулковском шоссе так и не сделали расширение на всего  остановках вдруг замзамзамы чтобы скрыть свои проектные ошибки сделали остановку пулковский парк не стоит уничтожать то во что уже вложены деньги но надо исправлять те ошибки которые уже закрались в капитальные проекты;;0;;reply;;14805.0;14858.0;passtransportspb.csv;;https://vk.com/passtransportspb;Комитет по транспорту;LABEL_1;0.9960094690322876;Транспорт,;0.9762532114982604
64;2022-01-01 06:40:52;1361646;доброе утро с новым годом у дома  по бульвару алексея толстого на кусте весит мешок со сменкой серый;;1;;comment;;1361637.0;;pushkin_story.csv;;https://vk.com/pushkin_story;Пушкинский район;LABEL_1;0.9935510158538818;Отходы,;0.4385200142860412
65;2022-01-01 06:43:59;1269025;михаил а чего их не ругать  растяп тогда и они пусть ищут молча каждый год одно и тоже но наверно не до ходит да пусть  лучше на плёнку день другой походит чем бедняга в стрессе хрен знает где прячется голодный холодный вот вам и здравствуй  новый год и это только начало ух сколько ещё потеряют;;10;;reply;;1268969.0;1268991.0;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9975807666778564;Безопасность,;0.4563532471656799
66;2022-01-01 06:48:11;12395;игорь мне тоже надоедает этот запах выгнать их на родинупусть там воняют;;0;;reply;;12335.0;12351.0;nvzml.csv;;https://vk.com/nvzml;Московский;LABEL_1;0.9967575669288636;Отходы,;0.852592945098877
67;2022-01-01 06:49:21;167531; абсолютно верновесьма упитанный и дружелюбный скорее всего потерялся;;0;;reply;;167520.0;167523.0;pesochnysettlement.csv;;https://vk.com/pesochnysettlement;Курортный район;LABEL_1;0.993313491344452;Благоустройство,;0.533215343952179
68;2022-01-01 06:50:53;1269026;галя ну значит ошейник туго и поводок прочный у меня на  новый год крепкая амуниция  одевается да да и ошейник второй можно одеть что бы первый не соска ил да мало ли каких уловок есть кто знает лучше свою собаку давно нужно все меры принимать и анти стресс довать за пять дней до нового года и на протежение всех стрелялок ну господа хозы как так  происходит ;;0;;reply;;1268969.0;1269020.0;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9969322681427002;Безопасность,;0.3972578644752502
69;2022-01-01 06:51:21;566331;лариса и я  лет живу и каждый год зима со снегом и большую часть жизни убирали хорошо выйдешь утром всё почищено и дорожки посыпаны а как начались эти реорганизации реформы так все хуже и хуже куда ни плюнь;;6;;reply;;566172.0;566213.0;spb.csv;533059.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9972817897796632;Дороги,;0.8226946592330933
70;2022-01-01 06:54:14;1269027;лариса пусть блюдут свою чистоту и порядок в квартире а можно и сделать исключение в пользу питомца особенно щенка теперь никто не нагадит;;0;;reply;;1268969.0;1269022.0;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9973238706588744;Безопасность,;0.4471966028213501
71;2022-01-01 07:01:42;566333;елена ещё бы группы были по  детейбыло бы отлично;;1;;reply;;566114.0;566130.0;spb.csv;533387.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9747565984725952;Образование,;0.931504487991333
72;2022-01-01 07:02:31;1268328;утром го января спать надо а не на пробежки бегать ;;6;;comment;;1268315.0;;grazhdanka_spb.csv;;https://vk.com/grazhdanka_spb;Калининский;LABEL_1;0.9967759251594543;Транспорт,;0.7713806629180908
73;2022-01-01 07:04:38;566334;кира лучше бы подороже но не в переполненной группе изза этого дети часто болеют;;2;;reply;;566114.0;566170.0;spb.csv;533420.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9946802258491516;Безопасность,;0.5270266532897949
74;2022-01-01 07:06:43;1269028;ну вот и началось;;0;;comment;;1268969.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.97500741481781;Строительство,;0.615062415599823
75;2022-01-01 07:13:27;256347;всё всё понимают;;2;;comment;;256310.0;;vechkolp.csv;;https://vk.com/vechkolp;Колпинский;LABEL_1;0.9888564944267272;Благоустройство,;0.2549456655979156
76;2022-01-01 07:16:33;1269029;вы почему такие злые вы никогда не ошибаетесь будьте добрее и мир станет лучше;;13;;comment;;1268969.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9843651056289672;Благоустройство,;0.5309028625488281
77;2022-01-01 07:22:43;1269030;блядь что за люди как можно гулять с собакой в новогоднюю ночь без поводка каждый год одно и тоже;;5;;comment;;1268969.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.993378758430481;Благоустройство,;0.6748316884040833
78;2022-01-01 07:23:14;566335;виктор пост про автобус а не про машины многие по дороге на дачу в ашан заезжают  выезжайте ночью дороги свободны от шопинга;;0;;reply;;566146.0;566150.0;spb.csv;533335.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9841379523277284;Транспорт,;0.9535157084465028
79;2022-01-01 07:28:14;256348;человек проситможешь помогинет промолчи ей бог дает детей значит они нужны а другимтаким добрыми с сумкой денег не получается больше цените добро;;2;;comment;;256167.0;;vechkolp.csv;;https://vk.com/vechkolp;Колпинский;LABEL_1;0.9949284791946412;СоцЗащита,;0.6937323212623596
80;2022-01-01 07:36:39;566338;полина это вы написали я только подтвердила что люди смертны только почемуто если я так про ковид пишу то сразу в штыки я так понимаю что от других болезней люди смертны и нормально что они умирают а от ковида низя люди не смертны вдруг стали и надо всех защитить насильно;;0;;reply;;565757.0;565798.0;spb.csv;533596.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.997052788734436;Здравоохранение,;0.9838520884513856
81;2022-01-01 07:44:59;566340;кстати как то поздно дошло о какой опасности для себя вы говорите вы же получили волшебный укол святой водой вы же теперь все опасности что ж вы крамолу то такую пишите как можете сомневаться в эффективности волшебного препарата гинцбурна или поповой это дело то ещё чуть чуть и подсудное;;0;;reply;;562463.0;562767.0;spb.csv;535941.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9874558448791504;Энергетика;0.9101610779762268
82;2022-01-01 07:54:03;1065833;нам бы его найти;;0;;comment;;1065800.0;;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.9886226058006288;Отходы,;0.2969905436038971
83;2022-01-01 07:57:50;212576;а  на ёлку на веры слуцкой денег не хватило;;2;;comment;;212465.0;;kolpinoask.csv;;https://vk.com/kolpinoask;Колпинский;LABEL_1;0.9590898156166076;Безопасность,;0.4597874581813812
84;2022-01-01 07:57:55;987981;красноухаяей не в коробочке надо быть а в акватерратиумеи яблочки она не ествыкинули скорее всегоот них постоянно избавляются;;15;;comment;;987980.0;;kolpino.csv;;https://vk.com/kolpino;Колпинский;LABEL_1;0.99514502286911;Отходы,;0.8170350790023804
85;2022-01-01 07:58:32;566342;леда подольше жить с мамой;;1;;reply;;566114.0;566191.0;spb.csv;533429.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9861453771591188;Дороги,;0.4035004079341888
86;2022-01-01 07:58:59;566343; больше  не слышал они не поместятся там и так детки частично спят на раскладушках и выдвижных кроватях;;0;;reply;;566114.0;566130.0;spb.csv;533389.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.997459590435028;СоцЗащита,;0.3321928083896637
87;2022-01-01 07:59:02;212577;за такие деньги можно весь город украсить;;1;;comment;;212465.0;;kolpinoask.csv;;https://vk.com/kolpinoask;Колпинский;LABEL_1;0.9791704416275024;Благоустройство,;0.7541384100914001
88;2022-01-01 08:00:21;256350;судя по худобе давно на вольных хлебах или вовсе бездомыш;;1;;comment;;256343.0;;vechkolp.csv;;https://vk.com/vechkolp;Колпинский;LABEL_1;0.9952964186668396;Безопасность,;0.574474573135376
89;2022-01-01 08:00:50;1268331;анна про мозги так не надо резкосалюты спугнули возможнособаченьканайдись;;1;;reply;;1268305.0;1268309.0;grazhdanka_spb.csv;;https://vk.com/grazhdanka_spb;Калининский;LABEL_1;0.9931000471115112;Здравоохранение,;0.3707021474838257
90;2022-01-01 08:01:22;1065834;по итогу хозяин кота нашелся или нет;;0;;comment;;1065800.0;;veselyposelok.csv;;https://vk.com/veselyposelok;Невский;LABEL_1;0.982274889945984;Безопасность,;0.3767290711402893
91;2022-01-01 08:01:47;1269033;а у нас самоед не боится салютов найдётся пропажа на будущеекрепче держите или поменяйте шлейку чтобы не выскакивала собака из нее;;0;;comment;;1268969.0;;kupchinonews.csv;;https://vk.com/kupchinonews;Фрунзенский район;LABEL_1;0.9967973828315736;ЖКХ,;0.4809850454330444
92;2022-01-01 08:04:47;566344;анна или работатьили учитьсянасмотрелась  я в институте на техкто пытался совмещатьне знаю уж  как они работалино учились коекаккакие из них специалисты  но вот распределение после учебы и отработку затраченных на обучение средств я бы ввелатолько сначала данадо хорошую стипендию платить;;6;;reply;;566114.0;566280.0;spb.csv;533437.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9601230025291444;Образование,;0.961844801902771
93;2022-01-01 08:05:43;566345; жалко удалят сейчас админы проснуться после бурной ночи;;1;;reply;;566172.0;566178.0;spb.csv;533037.0;https://vk.com/spb;Правительство Санкт-Петербурга;LABEL_1;0.9975449442863464;Энергетика;0.2802165746688843
