Unnamed: 0;text;label;score;label_cat;score_cat
21;шестая часть спеллкрафт серии магов              в предзаказе на сайте разрабов  локализация скорее всего будет но вряд ли раньше зимы  в общем ждём   а кто не хочет ждать то вот релиз в августе __;LABEL_1;0.9682871103286743;Здравоохранение,;0.5314244031906128
22;вроде уже мелькали но глянем ещё раз на несколько новеньких карт ;LABEL_1;0.9943872690200806;Благоустройство,;0.39760756492614746
27;может нужен кому ориг на английском кикстартерный пишите в лс группы закинуто в обсуждение покупкапродажа;LABEL_1;0.957892894744873;Безопасность,;0.9690966010093689
31;здравствуйте думаю такой вопрос уже не раз задавался но посоветуйте пожалуйста какую часть игры купить не колодостроительные версии была раньше версия черепламени сейчас хочу чтонибудь интересное с допами заранее спасибо;LABEL_1;0.9963633418083191;Строительство,;0.6290323734283447
33;всем привет подскажите пожалуйста какую часть лучше докупить с возможность замешать к переполох в хоромах страсти либо же без возможности замеса какая интереснее;LABEL_1;0.9954184293746948;Энергетика;0.5111208558082581
35;здравствуйте подскажите какой порядок выхода у игр не могу найти информацию хочу по порядку покупать настолку;LABEL_1;0.9966187477111816;Безопасность,;0.625360906124115
42;а вот и допчик перевод  моё почтение ;LABEL_1;0.9710181355476379;ЖКХ,;0.39998963475227356
43;смотрите какая красота может кто захочет купить кто искал коврики;LABEL_1;0.9826315641403198;Благоустройство,;0.3885829448699951
48;вот теперь всё собрал ;LABEL_1;0.9864208698272705;Отходы,;0.4340726137161255
53;добрый вечер подскажите какую версию игры лучше купить в дополнение к бесчинству в замке спрутобойни прикрепила фото игры чтобы можно было соединить две игры;LABEL_1;0.9945535659790039;Строительство,;0.32812875509262085
56;  тут планы свои обновили _ до этого план был на зиму  теперь я сомневаюсь что будет вообще;LABEL_1;0.9951763153076172;Благоустройство,;0.4714692533016205
57;так же будет я заклинаниестроительная часть надеюсь локализация тоже будет но ждать долго;LABEL_1;0.9951159954071045;Благоустройство,;0.2995370328426361
62;видимо мы надоели со своими вопросами  но здорово прислушались пояснили вот основные изменения что нашёл бегло по тексту в комментах прикрепил;LABEL_1;0.9962127208709717;Транспорт,;0.617883026599884
68;итак погнали   старый добрый вопрос про получение карт уже ранее рассматривалась разница между покупкой и получением это не одно и тоже в первом крутагидоне есть несколько карт легенда несколько беспределов шальные магии и ждк которые дают шанс именно получать карты к слову в рике и морти есть карты где можно просто получать карты с барахолкисброса  в новой горяченькой части нас уже при подготовке встречают новые колдунские свойства  фото где мы извлекаем какойто бонус после получения волшебникатваризаклинания те при покупке свойство не работает потому что на старых свойствахкартах  и  фото как примеры прямо написано покупаешь или получаешь а в чипсихозе нет карт где ты просто получаешь карту итого свойства бесполезны некоторые карты тоже завязаны на  при получении так же последующий вопрос про чипсины на картах барахолки   фото там аналогично в правилах написано что когда  получаешь карту получаешь и чипсину те при покупке чипсина съедается ну не знаю полагаю ошибка перевода или недосмотр разработчиков  решение собственно элементарное  просто приравниваем получение к покупке если строго по тексту и правилам то руинится куча свойств и карт   из ;LABEL_1;0.9690731167793274;Здравоохранение,;0.4992496371269226
69;всем приветов и чипсиков следующий пост будет разделён на  части стоит внимания тех кто успел поиграть в новый крутагидон  чипсихоз и особенно тех кто скоро собирается некоторые неоднозначные моменты всплывалибудут всплывать в процессе игры и чтобы вы не тратили время постараюсь прояснить эти моментики    хотел написать раньше но ждал ответа по правилам от поддержки  надеясь что они быстрее внесут пояснения и вот что ответили ;LABEL_1;0.9904762506484985;Безопасность,;0.36444443464279175
70;итак вышел ой крутагидон но тут бороздя просторы интернета наткнулся вот на что сорри если уже публиковали  ;LABEL_1;0.9888244271278381;Благоустройство,;0.3544079661369324
72;днём уже получил новиночку закупайтесь и будем тестить в выходные ;LABEL_1;0.9773076772689819;Здравоохранение,;0.9353938102722168
74;уже совсем немного ждать осталось;LABEL_1;0.9967910647392273;СоцЗащита,;0.2796024680137634
77;всем доброго утречка и хороших увеличенных выходных   а тем временем рик и морти близкие риконтакты риковой степени уже в продаже берите портальную пушку и в ближайший магазин  ___;LABEL_1;0.9853175282478333;Безопасность,;0.9653259515762329
80;обзор грядущего чипсихоза подходит к концу   осталось рассмотреть новый символ активации на картах тут всё просто основной текст сыгранной карты выполняем сразу же а свойство после  можно активировать  раз в любой момент своего хода или не активировать вообще если не хотим или забыли   ах да ну и напоследок конечно же жетон лошары тут ещё проще жизни не могут быть выше  и дополнительно  по ну а что вы хотели от лошни по секрету есть карта которая этот штраф по превращает в бонус но тссс потому что есть и ждк который удваиват штраф ух  на этом всё вроде бы всё осталось ждать уже не так долго и тогда всех нас ждёт экстремально острый чипсихоз  а пока отдыхать всем эпичных снов ;LABEL_1;0.9626462459564209;Транспорт,;0.8567418456077576
83;вот както так будет выглядеть раскладка магазина в крутагидоне  да две барахолки сразу;LABEL_1;0.9949068427085876;Безопасность,;0.8584986329078674
85;итак это уже близко мои шкодливые маги и магички  возвращение на арену крутагидона почти дождались уже можем посмотреть что нас ждёт   загрузил правила в документы группы в ближайшие дни будем разбирать каждое новшество но для этого изучите правила потратьте десяток минут на прочтение не ленитесь там больше половины знакомого текста;LABEL_1;0.9880621433258057;Строительство,;0.47808682918548584
86;уже совсем скоро  ждёте;LABEL_1;0.9935362339019775;Строительство,;0.606249988079071
88;короче тут уже инфа про третий крутагидон хотя ещё не вышел второй  есть любители рика и морти;LABEL_1;0.9830906391143799;Безопасность,;0.8747783303260803
93;немного обновим инфу для ждунов крутагидон  ждём осенью доп к крутагидону зимой  инфа из статьи  про актуальные статусы проектов на данный момент ;LABEL_1;0.9842697381973267;Благоустройство,;0.4482627511024475
95;всем привет  кто знает  как движется выход й части крутогидона в рф  вообще стоит ли его ждать ;LABEL_1;0.9954479336738586;Строительство,;0.37772491574287415
97;что ж вот хорошие новости дело движется надеемся что ждать всё же не до конца осени  ссылка на планы хобби _;LABEL_1;0.9920646548271179;Строительство,;0.7005032896995544
99;воувоу горячая новость  ну теперь я с официальным подтверждением ещё сильнее в ожидании даже с допом всётаки ;LABEL_1;0.9956881403923035;Энергетика;0.8697383403778076
101;две новости хорошая и плохая хорошая  ссылаясь на ответ хоббиков продолжению крутагидона быть у ориг издателя уже начался предзаказ релиз в августе  и вот плохая  ожидание сроки не известны в нынешней ситуации даже предугадать сложно думаю не раньше конца года в лучшем случае но то что наше издательство всё же планирует продолжение обнадёживает  включаем режим ждуна  надеюсь дождёмся   если найдутся смельчаки на предзаказ оригинала  ;LABEL_1;0.9943138360977173;Безопасность,;0.7873052358627319
104;добрый деньа ктонибудь из вас знает про коврик крутогидона или картинку под коврик;LABEL_1;0.9943532943725586;Благоустройство,;0.6688951253890991
106;ах да понедельник же  начинаемпродолжаем первый понедельник года не прекращаем отдыхать праздновать ещё минимум до конца недели не утруждайте себя делами   и играйте в схватки магов делитесь моментами;LABEL_1;0.9762080907821655;Безопасность,;0.4495501220226288
110;подготовимка мы на  неделе  месяца огнище а то уже со дня на день грядут сильные морозы эта зима мне нравится главное чтобы снежок и морозцы дотянули до новогодней ночи уже нарядили ёлку украсили квартиру делитесь в комментариях своими предпразничными уголками;LABEL_1;0.9952143430709839;Энергетика;0.47417718172073364
111;занеслооо на  неделе  месяца  хороша зима новогоднее настроение уже проклёвывается;LABEL_1;0.9645577073097229;Благоустройство,;0.7429451942443848
112;да защитит нас от простуды и насморка на  неделе  месяца рыцарьсопленосец зима пока зимняя морозы снежок одевайтесь не простывайте ;LABEL_1;0.9950674772262573;Здравоохранение,;0.7671212553977966
113;заканчиваем осень и на днях уже встречаем зиму и  неделю  месяца правда встречаем её с грибучим болотом лужами и дождём  уже както хотелось бы снега  как настроение;LABEL_1;0.9598104357719421;Дороги,;0.809430718421936
115;лютонарка вы всётаки расстроили ну или вы всё знаете и он никому не нужен в помощь поэтому братухамиксуха и  неделя  месяца у нас   миксует так же как природа погоду несколько прошедших дней тепло снег дождь ветер солнце а подо что утром попали вы ;LABEL_1;0.9972537159919739;Энергетика;0.7560503482818604
116;лютонарктаки остался начать  неделю  месяца и не уходит со своей рубрикой а всё еще ждёт насущных частых вопросов;LABEL_1;0.9956154823303223;Безопасность,;0.922945499420166
117;чтото вы совсем притихли и о себе решил напомнить кровомант лютонарк со своей рубрикой платиновых вопросов какие вопросы часто возникают какую рассмотреть частую ситуацию пишите в комментарии  платиновые_вопросы;LABEL_1;0.9949429631233215;Безопасность,;0.42132458090782166
118;начать короткую  неделю  месяца не с кем кроме как с тормозуном сегодня понедельник а уже послезавтра пятница так что терпеть недолго  ну и с прошедшим хэллоуином тормозун а вы обычно отмечаете или нейтрально это событие;LABEL_1;0.9954181909561157;Транспорт,;0.7954412698745728
