text;tag
Местной администрации внутригородского муниципального образования города федерального значения Санкт-Петербурга муниципальный округ Балканский специалистами ЦНР СоМПИс было проведено интерактивное мероприятие «Скажи жизни ДА» для учеников 365 школы. Основной возраст алкогольного или наркотического дебюта – это возраст подростковый, это время сильных психофизиологических изменений, этап активного экспериментирования в различных сферах жизни. Среди особенностей развития подростков выделяются интенсивное формирование чувства собственного Я и при этом недостаточный уровень социальной компетентности, поэтому основой профилактической программы стала организация помощи учащимся по осознанию себя и своего жизненного пути. Учащиеся изучили социально-нравственные основы здоровья, правила здорового образа жизни, последствия употребления ПАВ – социальные, психологические и соматические, выделили проблемы употребления ПАВ для общества и государства. Сами ребята отметили, необходимость отличать плохие поступки от хороших, умение сказать «нет» вредным привычкам, вести здоровый образ жизни и правильно отстаивать и защищать свою точку зрения в любых жизненных ситуациях. Ученики 365 школы активно задавали вопросы и отстаивали свою точку зрения, проводили различные игры на тему борьбы с наркотиками, создавали тематические коллажи. В ходе мероприятия были развеяны популярные мифы об употреблении и распространении наркотиков. В конце мероприятия самые активные участники получили медали с геральдикой округа и сладкие призы от Местной администрации внутригородского муниципального образования города федерального значения Санкт-Петербурга муниципальный округ Балканский.;0
Для детей, обучающихся в школах № 212,365,301,314,313,367 расположенных на территории нашего округа, местная администрация МО Балканский провела шесть познавательных автобусных экскурсий – «Петербург – город всех религий ». Наш город, бывшая столица огромной империи, где издавна жили люди разных национальностей и вероисповеданий, который имеет давние традиции мирного соседства с национальными общинами. Столько соборов, мечетей, синагог, костелов, кирх, уникальный дацан не найдешь ни в одном другом городе нашей страны. В ходе экскурсий дети посетили Армянскую церковь св. Екатерины, Большую хоральную синагогу и Дацан.;0
"📌Уважаемые жители,  места на новогодний мастер-класс ""Роспись новогоднего елочного шарика» закончились.";0
"📌Приглашаем взрослых и детей старше 7 лет на новогодний мастер-класс ""Роспись новогоднего елочного шарика»📍Где? в помещении МА МО Балканский по адресу : ул. Купчинская дом 32 🗓Когда? 01.12.22, 08.12.22, 15.12.22 в 16-00 🎄 Новый год - пора подарков и сюрпризов, шумного веселья, счастья и, конечно, исполнения желаний! Самым известным украшением ёлки и дома к празднику являются новогодние шары! К тому же это замечательный подарок, тем более, когда сделан своими руками. С удовольствием приглашаем Вас и ваших детишек окунуться в мир волшебного превращения! Длительность мастер- класса 1 час  Количество участников на один мастер класс 20 человек. Записаться на мастер-класс можно по телефону 244-50-83";0
"Что подталкивает подростков к тому, чтобы начать принимать вредные для здоровья вещества? Вопрос актуальный. Его обсуждением 21.11.22 года занимались учащиеся 313 школы, на интерактивном мероприятии ""Скажи жизни ДА!"".  Причин, начала употребления ненужных веществ, порой бывает не так уж и мало. Молодые люди начинают употреблять ПАВ часто из-за глубоких личных внутренних проблем, ведь для подростка, любые эмоциональные переживания — это серьезная проблема. И в такой, сложный, момент часто найдется «доброжелатель», который «поможет» справиться с тяжелыми чувствами и мыслями — просто и легко — с помощью ПАВ уйти от решения проблемы.  Некоторые начинают из любопытства: «Что же это такое, если о нем так много говорят и пишут? Запретный плод, он всегда сладок...» Конечно, любопытство — это хорошая черта, и то, что пытливый подростковый ум хочет знать всё — это прекрасно. Но тем и опасно оно, что трудно управляемо.  Многие молодые люди начинают потреблять наркотики из-за незнания того, какой урон своему организму они могут нанести своим необдуманным решением. Нередко подростки пользуются девизом: «Все, что модно — нам нужно». Но, о том, что любые дурманящие вещества — это псевдо-ценность, и в них нет позитивного переживания, они не знают, или не хотят знать.  Именно, для привития правильного, неприемлемого отношения к вредным привычкам проводятся подобные просветительские занятия, на которых подростки узнают обратную сторону мимолетного удовольствия, которое сопряжено не только с вредом для здоровья и социальным осуждением, но и с юридической ответственностью и наказанием.  На сегодняшнем мероприятии, организованном Местной администрацией внутригородского муниципального образования города федерального значения Санкт-Петербурга Муниципальный округ Балканский, ребята в игровой форме продумали свои варианты защиты от вредных привычек в виде коллажей, выполняли другие различные интересные задания. В конце мероприятия самые активные участники были награждены медалями с геральдикой муниципального округа и сладкими призами! Я считаю, что каждый родитель, а не только психологи и педагоги учебных учреждений, но и каждый здравомыслящий родитель должен сделать все, чтобы предупредить беду или остановить её на начальном этапе.  Если этот момент упустить, то может случиться так, что уже никто: ни психологи, ни педагоги, ни сами родители, и ни кто-то другой не сможет помочь подростку. Мы всегда должны помнить, что наша поддержка, наше понимание, наша помощь необходимы для наших детей.";0
17 ноября опытный инструктор провел очередное занятие «Скандинавская (финская) ходьба»  для жителей нашего округа. Как обычно, перед началом ходьбы были выполнены самые популярные и не сложные упражнения для разминки, которые предполагают участие всех групп мышц и использование палок для ходьбы. После чего приступили к пешей прогулке. 60 минутное занятие на свежем воздухе, в осенний день расположило всех участников группы к хорошему настроению и  придало заряд жизненных сил. Нам очень приятно видеть радостные румяные лица наших спортивных жителей. Так держать!!!;0
Уважаемые жители муниципального округа Балканский, приглашаем вас принять участие в конкурсе посвященном Дню матери  «Я и моя мамочка – лучшие друзья!» В конкурсе участвуют (необычные фото, эссе, стихи, апликации, рассказы, декоративно-прикладное творчество и другие творческие работы на тему мам) Работы необходимо приносить в местную администрацию МО Балканский, кабинет № 7 в период с 10.11.2022 года по 27.11.2022 года. Понедельник-четверг с 10-00 до 18-00, обед с 13-00 до 14-00, Пятница с 10-00 до 16-00, обед с 13-00 до 14-00 Все участники конкурса получат поощрительные призы.;0
Уважаемые жители МО Балканский, предлагаем Вам с пользой провести субботний день.Благотворительная организация Санкт-Петербургское региональное отделение общероссийской общественной организации Российский Красный Крест, проведет для Вас мастер-класс по оказанию первой помощи. Курс Красного Креста рассчитан на людей, не имеющих специального медицинского образования. Применяя полученные навыки в быту и при неотложных ситуациях, участники курса смогут оказать элементарную помощь человеку, получившему травму или страдающему от внезапного приступа заболевания, до момента прибытия квалифицированной медицинской помощи. 📌3 декабря 2022 года в 11:00📌 Местная администрация МО Балканскийулица Купчинская д.32, лит. В 📌Запись по телефону 244 -50-83 ( отдел культуры). 📌Мероприятие расчитано на 20 человек;0
"Местная администрация МО Балканский подвела итоги конкурса рисунков ""Моя многонациональная Россия"", который проводился среди жителей нашего округа с 29 сентября по 21 октября 2022 года. Самые маленькие участники конкурса из детских садов нашего округа получили в качестве призов за участие пазлы, а дети постарше билеты в кино. Выражаем огромную благодарность родителям за проявленный интерес и активное участие в конкурсе.";0
"С 18.10.2022 по 25.10.2022 в ГБОУ СОШ № 314 прошла викторина-эстафета по правилам дорожного движения ""Знаток дорожных правил"". Дети участвовали с удовольствием, проявляли активность, получили заряд положительных эмоций.Всем участникам вручены светоотражающие фликеры и памятки, а победители эстафеты получили в подарок светоотражающие мешки для обуви.";0
"14.10.2022 в ГБОУ СОШ 301 МА МО Балканский, совместно с Центром Научных решений СоМПИс провели интеллектуальную викторину ""Мои права и обязанности"".Мероприятие разъяснило участникам, какие у человека права , и какие обязанности вытекают из имеющихся прав.В ходе проведения викторины, дети делились на команды, победившая команда была награждена медалями, а все остальные участники - ручками с символикой мероприятия.";0
"12.10.2022 года в ГБОУ СОШ № 367 МА МО Балканский провела семинар ""Человек и закон"".Мероприятие ознакомило подростков с понятиями и видами юридической ответственности.Отдельный блок был посвящен правонарушениям в молодёжной среде, в том числе особым видам правонарушений: экстремизм, расовая, национальная, религиозная нетерпимость, несанкционированные митинги и подделка документов.";0
Уважаемые жители МО Балканский. Билеты в Океанариум закончились!Уважаемые жители, нами было приобретены билеты в океанариум для участников творческих экологических конкурсов, которые проводятся в школах округа. После проведения конкурсов у нас осталось невостребованными всего 100 билетов. Желающих посетить океанариум оказалось очень много. Как только у нас появится возможность, мы обязательно приобретем ещё билеты;0
Уважаемые жители МО Балканский. Приглашаем Вас за билетами в Океанариум. Билеты с открытой датой, действуют до 31.12.2022 года.Выдача билетов с 07.10.2022 пн-чт с 10:00 до 18:00, пт с 10:00 до 16:00.Перерыв с 13:00 до 14:00.Для получения билета при себе иметь паспорт и свидетельство о рождении ребенка!На взрослого выдаем только один билет!;0
"28.09.2022 на базе ГБОУ СОШ № 553 состоялся шахматный турнир ""Связь поколений"", приуроченный ко Дню пожилого человека.";0
Уважаемые жители муниципального округа Балканский, приглашаем вас принять участие в конкурсе рисунков «Моя многонациональная Россия». Цель конкурса: знакомство с национальными костюмами, формирование толерантного отношения к людям разных национальностей, развитие интереса к культуре другого народа, активизация детского творчества. Рисунки необходимо приносить в местную администрацию МО Балканский, кабинет № 7 в период с 29.09.2022 года по 21.10.2022 года. Понедельник-четверг с 10-00 до 18-00, обед с 13-00 до 14-00, Пятница с 10-00 до 16-00, обед с 13-00 до 14-00 Все участники конкурса получат поощрительные призы.;0
27 сентября местная администрация МО Балканский провела на базе 314 школы мастер-класс по изготовлению и декорированию скворечников. Все домики для птичек дети повесят на территории нашего округа;0
Фонд имени А.В. Соловьёва берёт под крыло развитие национальных видов спорта В Петербурге завершился ХI Фестиваль единоборств - Турнир имени В.А. Соловьёва, организованный Комитетом по физической культуре и спорту совместно с Фондом имени А.В. Соловьёва. Турнир стал одним из крупнейших спортивных событий города, собрав за три дня более двух тысяч спортсменов от самых юных и только начинающих свой путь до титулованных чемпионов, призеров и победителей мировых турниров. Причем, участники в этом году приехали в том числе из Рязанской, Тульской областей, Алтайского края.Первый день Турнира был полностью отдан для проведения мастер-классов. Знаменитые борцы – среди которых Лечи Курбанов, Сергей Ялышев, Борис Герцман, Руслан Гасымов, Дмитрий Попов, Алла Падерина, Антон Селезнев, Сергей Сизов – поделились своими секретами и опытом с молодыми ребятами.Самбо, дзюдо, бокс, джиу-джитсу, ката, киокушин и всестилевое каратэ - впервые на турнире был представлен такой широкий спектр боевых единоборств. Также впервые в рамках проекта «Самбо в школы» в соревнованиях приняли участие непрофессиональные самбисты - воспитанники школьных спортивных клубов. В соревнованиях по дзюдо, в свою очередь, впервые участвовали студенты ВУЗов. Матчевые встречи по боксу в этом году среди юниоров стали этапом подготовки сборной Санкт-Петербурга к международным соревнованиям.В третий, заключительный, день турнира в нём приняли участие атлеты, выступающие в категории 82+, - отличный пример спортивного долголетия и силы. Поединки были по-настоящему захватывающими, ведь за награды боролись два заслуженных мастера спорта Сергей Кирюхин и Али Куржев, мастер спорта международного класса Максимов Евгений, мастера спорта и кандидаты в мастера спорта, а также разрядники. Уже традиционно, первое место за Сергеем Кирюхиным, который несколько лет подряд принимает участие в Турнире и подтверждает свой титул обладателя Кубка мира по самбо, заслуженного мастера спорта России.«Турнир имени моего отца – мастера спорта международного класса по самбо, двукратного чемпиона Европы, многократного чемпиона СССР Владимира Александровича Соловьёва – прошёл уже в одиннадцатый раз.  Одиннадцать лет назад мы начинали с трёх видов единоборств и с четырёхсот участников, сегодня масштаб соревнований значительно поражает. В этом году наш турнир стал частью реализации важного проекта «Самбо в школы», в рамках которого в образовательную программу российских школ включён третий урок физкультуры, отданный под изучение национального боевого искусства самбо. В дальнейшем мы планируем организовывать для юных атлетов из других регионов, помимо спортивной, просветительскую программу: экскурсии по городу, посещение музеев. Так, через спорт и на личном примере, мы воспитываем подрастающее поколение в традиционной культуре и традиционных ценностях», - говорит основатель Турнира Антон Соловьёв.Турнир входит в перечень особо значимых спортивных мероприятий города, ежегодно удостаивается внимания руководящих лиц города и страны. В этом году его информационными партнерами стали «Петербургский дневник» и «Радио Зенит».;0
"Для предоставления гражданам отсрочки или освобождения от призыва на военную службу регламентированы Федеральным законом № 31-ФЗ «О мобилизационной подготовке и мобилизации в Российской федерации и Федеральным законом № 53-ФЗ «О воинской обязанности и военной службе» В случае ухода за родственником, предоставляется отсрочка гражданам, занятым постоянным уходом за отцом, матерью, женой, мужем, родным братом, родной сестрой, дедушкой, бабушкой, усыновителем при отсутствии других лиц, обязанных по закону содержать указанных граждан. Главное условие: граждане должны нуждаться в уходе по состоянию здоровья в соответствии с заключением федерального учреждения медико-социальной экспертизы о необходимости постороннего постоянного ухода (помощи, надзоре). Таким образом, в военкомат необходимо предоставить документы: - подтверждающие родство; - подтверждающие отсутствие других родственников, обязанных по закону содержать нуждающегося в уходе гражданина; заключением федерального учреждения медико-социальной экспертизы о необходимости постороннего постоянного ухода либо документ о наличии инвалидности 1 группы. Решения органа опеки и попечительства не требуется.";0
"Уважаемые жители МО Балканский, билеты на концерт ""Любимые песни!"" который состоится 06.10.2022 года в ДК Ленсовета закончились.";0
Безопасность детей на дорогах – одна из важнейших проблем нашего общества. В рамках Всероссийской акции «Внимание, дети!», с целью активизации работы по предупреждению детского дорожно-транспортного травматизма, восстановлению навыков безопасного поведения детей на улицах и дорогах города, их адаптации к транспортной среде в местах постоянного жительства и учёбы и в связи с началом 2022-2023 учебного года местная администрация МО Балканский, совместно с инспектором ОГИБДД, организовали акцию «Внимание-дети!» по безопасности дорожного движения. Первоклашкам выдадут светоотражающие фликеры и паспорта безопасности школьников. 20.09.2022 мероприятие прошло в 312 школе;0
19 сентября в 218 школе для старшеклассников местная администрация МО Балканский организовала и провела мероприятие по профилактике экстремизма в молодежной среде. Мероприятие происходилос демонстрацией экспонатов на выставке макетов вооружения и экипировки. Во время мероприятия была проведена инсценировка террористической атаки (нападение на здание, захват заложников, угроза жизни) и последующая лекция о происходящем, с  приведением примеров и обучающими приемами с использованием демонстрационных материалов.;0
Совет муниципального образования Смольнинское в Санкт-Петербурге предложил Госдуме обвинить президента России Владимира Путина в государственной измене для отрешения его от должности.По данному обращению  своё возмущение  и недовольство высказывают многие муниципальные депутаты и депутаты законодательного собрания Санкт-Петербурга.  Отношение к этому журналисты попросили высказать спикера Заксобрания Александра Бельского.«Моя позиция достаточно жёсткая в этом плане, и я никогда её не скрывал. Я всегда всё пытаюсь перевести в простую плоскость. Я сам жил в Петербурге, во дворе. Во дворе ребят за такие вещи могли и побить. Но здесь должны разбираться правоохранительные органы. Мне их позиция неприемлема», — заявил он.Сотрудники и депутаты МО Балканский, считают такие высказывания неприемлемыми и порочащими честь президента РФ. Провокация и агрессия должна быть наказуема.;0
Прокуратура Фрунзенского района Санкт-Петербурга 16 сентября 2022 года с 09:00 до 18:00 (перерыв с 13:00 до 14:00) проводит «горячую линию» по вопросу соблюдения прав детей при обеспечении их горячим питанием в школах и детских садах. В ходе «горячей линии» можно сообщить достоверную и актуальную информацию о предоставлении детям горячего питания. Обратится с устным заявлением с целью восстановления прав несовершеннолетних можно по номеру телефона «горячей  линии» прокуратуры района 8-953-173-67-47.;0
"Уважаемые жители МО Балканский. Приглашаем Вас за билетами на концерт ""Любимые песни!"" Мероприятие состоится 6 октября в 19:00 в ДК Ленсовета по адресу: Каменноостровский просп., 42  Выдача билетов с 13.09.2022 пн-чт с 10:00 до 18:00, пт с 10:00 до 16:00. Перерыв с 13:00 до 14:00. Для получения билета при себе иметь паспорт !";0
12.09.2022 Местной администрацией внутригородского муниципального образования Санкт-Петербурга муниципального округа Балканский организована акция, на территории СПб ГБПОУ Колледжа Метрополитена и железнодорожного транспорта, в память жертв терроризма.;0
"10.09.2022 состоялась семейная экскурсия в танковый парк ""Стальной десант"". В ходе экскурсии участников познакомили с военной техникой принимавшей участие в Великой Отечественной войне, так же познакомили с оружием стоявшем на вооружении у советских войск. Пятеро юных участников экскурсии произвели холостой выстрел из зенитного орудия. В конце мероприятия сотрудниками танкового парка организованно показное шоу, о том как действует спецназ в условиях боевых действий. И на последок всех участников экскурсии прокатили на БТР-80.";0
Прокуратура Фрунзенского района Санкт-Петербурга 15 сентября 2022 года с 09:00 до 18:00 (перерыв с 13:00 до 14:00) проводит «горячую линию» по телефону:  8-953-173-67-47 по вопросам соблюдения требований законодательства в сфере жилищно-коммунального хозяйства. В ходе «горячей линии» будут приняты устные сообщения граждан о нарушениях указанного законодательства.;0
Уважаемые жители, сообщаем, что БИЛЕТЫ на СЕМЕЙНУЮ ЭКСКУРСИЮ В ТАНКОВЫЙ ПАРК С КАТАНИЕМ НА БТР-80, закончились.;0
"Уважаемые жители, приглашаем Вас на СЕМЕЙНУЮ ЭКСКУРСИЮ В ТАНКОВЫЙ ПАРК С КАТАНИЕМ НА БТР-80💥 17 сентября, старт автобуса в 13.00  Приглашаем семьи с детьми на бесплатную интерактивную экскурсию в семейный исторический танковый парк ""Стальной десант"" с катанием на БТР-80 и просмотром исторического шоу!  💥На один час погрузиться в военную историю, самим встать за настоящее боевое зенитное орудие, подносить ящики со снарядами, помогать советским танкистам готовить танк к бою - ВЫ ВСЕ СВОЕ ДЕТСТВО ОБ ЭТОМ МЕЧТАЛИ! Вы представляли себя на месте героев фильмов про войну, как Вы поступили на их месте ) И СЕЙЧАС ВЫ СДЕЛАЕТЕ ЭТО У НАС! ВМЕСТЕ СО СВОИМИ ДЕТЬМИ!  Записаться на экскурсию могут только жители, зарегистрированные (прописанные) на территории МО округ Балканский.   Ориентировочная продолжительность экскурсии: 5 часов. 13:00 - отбытие группы 14:00 - прибытие в парк, начало экскурсии, посвящённой битве за Ленинград 14:30 - холостая стрельба из зенитного орудия 15:00 - показ танков в движении, ПОЕЗДКА на БТР-80 16:00 - обед в полевой кухне 16:30 - свободное время для просмотра экспозиций 17:00 - отход автобуса 18:00 - прибытие в точку отправления  «Стальной десант» — это военный городок с историческими и современными танками, на которых можно прокатиться по учебному полигону! На территории раскинулся масштабный военно-полевой лагерь по истории 20 века с настоящими окопами, артиллерийскими позициями, землянкам и дотами. Здесь наглядно рассказывают об истории, проводят незабываемые мастер-классы и показывают танковые шоу!";0
Уважаемые жители МО Балканский! Напоминаем, что 22.09.2022 в 10.00 состоится занятие по скандинавской ходьбе, осталось 7 свободных мест. Записаться можно по номеру телефона 244 - 50 - 83. Сбор участников спортивного мероприятия по адресу: Купчинская ул., д. 32 лит В, рядом со входом в местную администрацию МО Балканский.;0
"08.09.2022 В помещении местной администрации МО Балканский состоялось награждение участников онлайн конкурса - рисунков ""Мы говорим: ""Нет пагубным привычкам!"".";0
23 по 25 сентября в Легкоатлетическом манеже (Теннисная аллея, д.3) пройдёт ХI Фестиваль единоборств - Турнир имени В.А. Соловьёва. В этом году фестиваль значительно расширит свои временные границы - впервые он будет проходить в течение трёх дней, два из которых - соревновательные, а один будет полностью отдан для проведения мастер-классов. Количество участников тоже увеличится - на татами выйдут около двух тысяч спортсменов по семи видам боевых единоборств: самбо, дзюдо, бокс, джиу-джитсу, киокушин, ката, всестилевое каратэ. Первый день Фестиваля отводится для проведения мастер-классов, на которых титулованные спортсмены поделятся своими секретами и опытом с молодыми ребятами. Так, например, мастер-класс по самбо проведёт мастер спорта международного класса, чемпион Европы, призер Чемпионата мира, чемпион и призер чемпионатов России Сергей Ялышев, мастер-класс по джиу-джитсу - заслуженный тренер России, старший тренер сборной команды России Дмитрий Попов, шестикратная чемпионка мира, заслуженный мастер спорта Алла Падерина и мастер спорта международного класса, чемпион мира по версиям CBJJE, UWW Антон Селезнёв. «За годы своего существования турнир, без сомнения, стал одним из ключевых событий для представителей видов боевых искусств, а количество его участников возросло многократно, - говорит мастер спорта международного класса по каратэ, мастер спорта России по джиу-джитсу Антон Соловьёв. - Боевые искусства — это преодоление себя, воспитание боевого духа, воли к победе, уважения к противнику.Турнир им. В.А. Соловьева транслирует преемственность от поколения к поколению этих правильных не просто спортивных, а жизненных принципов, взглядов, традиционных ценностей, которые у нас в стране не просто «есть», а «значат» и мы это их доносим до детей».Антон Владимирович проводит этот Турнир больше десяти лет в честь своего отца – мастера спорта международного класса по самбо, двукратного чемпиона Европы, многократного чемпиона СССР Владимира Александровича Соловьева. Фестиваль уже давно перерос статус соревнований и стал бОльшим, объединив бывших и действующих чемпионов мира, Европы и России, тех спортсмены, которые собственным примером показывают детям путь к успеху. На церемонии открытия и в мастер-классах участвует также и внук Владимира Соловьева – семилетний Владимир. Турнир входит в перечень особо значимых спортивных мероприятий города, ежегодно удостаивается внимания руководящих лиц города и страны. Следите за всей информацией о турнире и смотрите прямую трансляцию в официальной группе - https://vk.com/public184812879 и на сайте информационного партнера – «Петербургский дневник». https://vk.com/video-184812879_456239030 #АнтонСоловьев #спортнормажизни #ФондСоловьева #ТурнирСоловьева;0
Безопасность детей на дорогах – одна из важнейших проблем нашего общества. В рамках Всероссийской акции «Внимание, дети!», с целью активизации работы по предупреждению детского дорожно-транспортного травматизма, восстановлению навыков безопасного поведения детей на улицах и дорогах города, их адаптации к транспортной среде в местах постоянного жительства и учёбы и в связи с началом 2022-2023 учебного года местная администрация МО Балканский, совместно с инспектором ОГИБДД, организовали акцию «Внимание-дети!» по безопасности дорожного движения. Первоклашкам выдадут светоотражающие фликеры и паспорта безопасности школьников. 08.09.2022 года мероприятие прошло в 212 школе, 09.09.2022 мероприятие прошло в 314 школе, 13.09.2022 мероприятие прошло в 365 школе;0
Уважаемые жители МО Балканский, билеты на автобусную экскурсию в Гатчину с посещением дворца и парка , на 13.09.2022 закончились.;0
Уважаемые жители, приглашаем Вас на экскурсию в Гатчину, с посещением дворца и парка. Билеты можно получить в отделе Культуры в МО Балканский. Выдача билетов с пн-чт с 10.00 до 18.00, в пт с 10.00 до 16.00 перерыв на обед с 13.00 до 14.00. Дополнительно сообщаем, билет можно получить при личном присутствии с паспортом. Количество билетов ограничено. Даты поездок: 13.09.22 в 11.00;0
05.09.2022 Местной администрацией внутригородского муниципального образования Санкт-Петербурга муниципального округа Балканский организована акция, на территории СПб ГБПОУ Автомеханический колледж, в память жертв терроризма. В мероприятии приняли участие студенты колледжа, преподавательский состав и Глава МО Балканский Лебедев Савелий Андреевич.В ходе акции был показан видеофильм о жертвах террористического акта в Беслане. Так же были затронуты вопросы патриотического воспитания молодежи. Студентами колледжа в память жертв терроризма прочитаны стихи.;0
Дорогие ребята, юные жители МО Балканский, поздравляем с началом нового, интересного и увлекательного пути! Улыбок, легких знаний и пусть этот день запомнится самыми теплыми воспоминаниями на всю жизнь!;0
Уважаемые жители! МО Балканский благодарит всех кто не остался равнодушным и приняли участие в акции тёплые вещи для жителей Донбасса. Приятно, что среди нас так много людей которые готовы оказать помощь тому, кто в ней нуждается.;0
Уважаемые жители, завтра последний день приёма гуманитарной помощи, если ещё есть желающие принести тёплые вещи, мы вас ждём!!!;0
Уважаемые жители МО Балканский, билеты на СЕМЕЙНУЮ ЭКСКУРСИЮ В ТАНКОВЫЙ ПАРК С КАТАНИЕМ НА БТР-80 закончились.;0
Уважаемые жители МО Балканский, билеты на Экскурсию в Гатчину на 30.08.2022 закончились.;0
"Уважаемые жители, приглашаем Вас на СЕМЕЙНУЮ ЭКСКУРСИЮ В ТАНКОВЫЙ ПАРК С КАТАНИЕМ НА БТР-80💥10 сентября, старт автобуса в 12.00Приглашаем семьи с детьми на бесплатную интерактивную экскурсию в семейный исторический танковый парк ""Стальной десант"" с катанием на БТР-80 и просмотром исторического шоу!💥На один час погрузиться в военную историю, самим встать за настоящее боевое зенитное орудие, подносить ящики со снарядами, помогать советским танкистам готовить танк к бою - ВЫ ВСЕ СВОЕ ДЕТСТВО ОБ ЭТОМ МЕЧТАЛИ!Вы представляли себя на месте героев фильмов про войну, как Вы поступили на их месте )И СЕЙЧАС ВЫ СДЕЛАЕТЕ ЭТО У НАС! ВМЕСТЕ СО СВОИМИ ДЕТЬМИ!  Записаться на экскурсию могут только жители, зарегистрированные (прописанные) на территории МО округ Балканский.  Ориентировочная продолжительность экскурсии: 5 часов. 12:00 - отбытие группы 13:00 - прибытие в парк, начало экскурсии, посвящённой битве за Ленинград 13:30 - холостая стрельба из зенитного орудия 14:00 - показ танков в движении, ПОЕЗДКА на БТР-8015:00 - обед в полевой кухне 15:30 - свободное время для просмотра экспозиций 16:00 - отход автобуса 17:00 - прибытие в точку отправления  «Стальной десант» — это военный городок с историческими и современными танками, на которых можно прокатиться по учебному полигону! На территории раскинулся масштабный военно-полевой лагерь по истории 20 века с настоящими окопами, артиллерийскими позициями, землянкам и дотами. Здесь наглядно рассказывают об истории, проводят незабываемые мастер-классы и показывают танковые шоу!";0
Уважаемые жители, приглашаем Вас на экскурсию в Гатчину, с посещением дворца и парка. Билеты можно получить в отделе Культуры в МО Балканский. Выдача билетов с пн-чт с 10.00 до 18.00, в пт с 10.00 до 16.00 перерыв на обед с 13.00 до 14.00. Дополнительно сообщаем, билет можно получить при личном присутствии с паспортом. Количество билетов ограничено. Даты поездок: 30.08.22 в 11.00;0
"Наше муниципальное образование по итогам ежегодного городского смотра-конкурса, победило по благоустройству в номинации ""Лучший обьект благоустройства созданный по инициативе администрации района или внутригородского муниципального образования Санкт-Петербурга"". (Будапештская ул. д. 106, корп.2.)";0
Уважаемые жители МО Балканский, билеты на экскурсию в Гатчину на 23.08.22 и 24.08.2022 закончились.;0
Уважаемые жители, приглашаем Вас на экскурсию в Гатчину, с посещением дворца и парка. Билеты можно получить в отделе Культуры в МО Балканский. Выдача билетов с пн-чт с 10.00 до 18.00, в пт с 10.00 до 16.00 перерыв на обед с 13.00 до 14.00. Дополнительно сообщаем, билет можно получить при личном присутствии с паспортом. Количество билетов ограничено. Даты поездок: 23.08.22 и 24.08.22 в 11.00;0
