,text,label
10,местной администрации внутригородского муниципального образования города федерального значения санктпетербурга муниципальный округ балканский специалистами цнр сомпис было проведено интерактивное мероприятие скажи жизни да для учеников  школы основной возраст алкогольного или наркотического дебюта  это возраст подростковый это время сильных психофизиологических изменений этап активного экспериментирования в различных сферах жизни среди особенностей развития подростков выделяются интенсивное формирование чувства собственного я и при этом недостаточный уровень социальной компетентности поэтому основой профилактической программы стала организация помощи учащимся по осознанию себя и своего жизненного пути учащиеся изучили социальнонравственные основы здоровья правила здорового образа жизни последствия употребления пав  социальные психологические и соматические выделили проблемы употребления пав для общества и государства сами ребята отметили необходимость отличать плохие поступки от хороших умение сказать нет вредным привычкам вести здоровый образ жизни и правильно отстаивать и защищать свою точку зрения в любых жизненных ситуациях ученики  школы активно задавали вопросы и отстаивали свою точку зрения проводили различные игры на тему борьбы с наркотиками создавали тематические коллажи в ходе мероприятия были развеяны популярные мифы об употреблении и распространении наркотиков в конце мероприятия самые активные участники получили медали с геральдикой округа и сладкие призы от местной администрации внутригородского муниципального образования города федерального значения санктпетербурга муниципальный округ балканский,0
11,для детей обучающихся в школах   расположенных на территории нашего округа местная администрация мо балканский провела шесть познавательных автобусных экскурсий  петербург  город всех религий  наш город бывшая столица огромной империи где издавна жили люди разных национальностей и вероисповеданий который имеет давние традиции мирного соседства с национальными общинами столько соборов мечетей синагог костелов кирх уникальный дацан не найдешь ни в одном другом городе нашей страны в ходе экскурсий дети посетили армянскую церковь св екатерины большую хоральную синагогу и дацан,0
12,уважаемые жители  места на новогодний мастеркласс роспись новогоднего елочного шарика закончились,0
13,приглашаем взрослых и детей старше  лет на новогодний мастеркласс роспись новогоднего елочного шарикагде в помещении ма мо балканский по адресу  ул купчинская дом  когда    в   новый год  пора подарков и сюрпризов шумного веселья счастья и конечно исполнения желаний самым известным украшением ёлки и дома к празднику являются новогодние шары к тому же это замечательный подарок тем более когда сделан своими руками с удовольствием приглашаем вас и ваших детишек окунуться в мир волшебного превращения длительность мастер класса  час  количество участников на один мастер класс  человек записаться на мастеркласс можно по телефону ,0
14,что подталкивает подростков к тому чтобы начать принимать вредные для здоровья вещества вопрос актуальный его обсуждением  года занимались учащиеся  школы на интерактивном мероприятии скажи жизни да  причин начала употребления ненужных веществ порой бывает не так уж и мало молодые люди начинают употреблять пав часто изза глубоких личных внутренних проблем ведь для подростка любые эмоциональные переживания  это серьезная проблема и в такой сложный момент часто найдется доброжелатель который поможет справиться с тяжелыми чувствами и мыслями  просто и легко  с помощью пав уйти от решения проблемы  некоторые начинают из любопытства что же это такое если о нем так много говорят и пишут запретный плод он всегда сладок конечно любопытство  это хорошая черта и то что пытливый подростковый ум хочет знать всё  это прекрасно но тем и опасно оно что трудно управляемо  многие молодые люди начинают потреблять наркотики изза незнания того какой урон своему организму они могут нанести своим необдуманным решением нередко подростки пользуются девизом все что модно  нам нужно но о том что любые дурманящие вещества  это псевдоценность и в них нет позитивного переживания они не знают или не хотят знать  именно для привития правильного неприемлемого отношения к вредным привычкам проводятся подобные просветительские занятия на которых подростки узнают обратную сторону мимолетного удовольствия которое сопряжено не только с вредом для здоровья и социальным осуждением но и с юридической ответственностью и наказанием  на сегодняшнем мероприятии организованном местной администрацией внутригородского муниципального образования города федерального значения санктпетербурга муниципальный округ балканский ребята в игровой форме продумали свои варианты защиты от вредных привычек в виде коллажей выполняли другие различные интересные задания в конце мероприятия самые активные участники были награждены медалями с геральдикой муниципального округа и сладкими призами я считаю что каждый родитель а не только психологи и педагоги учебных учреждений но и каждый здравомыслящий родитель должен сделать все чтобы предупредить беду или остановить её на начальном этапе  если этот момент упустить то может случиться так что уже никто ни психологи ни педагоги ни сами родители и ни ктото другой не сможет помочь подростку мы всегда должны помнить что наша поддержка наше понимание наша помощь необходимы для наших детей,0
15, ноября опытный инструктор провел очередное занятие скандинавская финская ходьба  для жителей нашего округа как обычно перед началом ходьбы были выполнены самые популярные и не сложные упражнения для разминки которые предполагают участие всех групп мышц и использование палок для ходьбы после чего приступили к пешей прогулке  минутное занятие на свежем воздухе в осенний день расположило всех участников группы к хорошему настроению и  придало заряд жизненных сил нам очень приятно видеть радостные румяные лица наших спортивных жителей так держать,0
16,уважаемые жители муниципального округа балканский приглашаем вас принять участие в конкурсе посвященном дню матери  я и моя мамочка  лучшие друзья в конкурсе участвуют необычные фото эссе стихи апликации рассказы декоративноприкладное творчество и другие творческие работы на тему мам работы необходимо приносить в местную администрацию мо балканский кабинет   в период с  года по  года понедельникчетверг с  до  обед с  до  пятница с  до  обед с  до  все участники конкурса получат поощрительные призы,0
17,уважаемые жители мо балканский предлагаем вам с пользой провести субботний деньблаготворительная организация санктпетербургское региональное отделение общероссийской общественной организации российский красный крест проведет для вас мастеркласс по оказанию первой помощи курс красного креста рассчитан на людей не имеющих специального медицинского образования применяя полученные навыки в быту и при неотложных ситуациях участники курса смогут оказать элементарную помощь человеку получившему травму или страдающему от внезапного приступа заболевания до момента прибытия квалифицированной медицинской помощи  декабря  года в  местная администрация мо балканскийулица купчинская д лит в запись по телефону    отдел культуры мероприятие расчитано на  человек,0
18,местная администрация мо балканский подвела итоги конкурса рисунков моя многонациональная россия который проводился среди жителей нашего округа с  сентября по  октября  года самые маленькие участники конкурса из детских садов нашего округа получили в качестве призов за участие пазлы а дети постарше билеты в кино выражаем огромную благодарность родителям за проявленный интерес и активное участие в конкурсе,0
19,с  по  в гбоу сош   прошла викторинаэстафета по правилам дорожного движения знаток дорожных правил дети участвовали с удовольствием проявляли активность получили заряд положительных эмоцийвсем участникам вручены светоотражающие фликеры и памятки а победители эстафеты получили в подарок светоотражающие мешки для обуви,0
20, в гбоу сош  ма мо балканский совместно с центром научных решений сомпис провели интеллектуальную викторину мои права и обязанностимероприятие разъяснило участникам какие у человека права  и какие обязанности вытекают из имеющихся правв ходе проведения викторины дети делились на команды победившая команда была награждена медалями а все остальные участники  ручками с символикой мероприятия,0
21, года в гбоу сош   ма мо балканский провела семинар человек и законмероприятие ознакомило подростков с понятиями и видами юридической ответственностиотдельный блок был посвящен правонарушениям в молодёжной среде в том числе особым видам правонарушений экстремизм расовая национальная религиозная нетерпимость несанкционированные митинги и подделка документов,0
22,уважаемые жители мо балканский билеты в океанариум закончилисьуважаемые жители нами было приобретены билеты в океанариум для участников творческих экологических конкурсов которые проводятся в школах округа после проведения конкурсов у нас осталось невостребованными всего  билетов желающих посетить океанариум оказалось очень много как только у нас появится возможность мы обязательно приобретем ещё билеты,0
23,уважаемые жители мо балканский приглашаем вас за билетами в океанариум билеты с открытой датой действуют до  годавыдача билетов с  пнчт с  до  пт с  до перерыв с  до для получения билета при себе иметь паспорт и свидетельство о рождении ребенкана взрослого выдаем только один билет,0
24, на базе гбоу сош   состоялся шахматный турнир связь поколений приуроченный ко дню пожилого человека,0
25,уважаемые жители муниципального округа балканский приглашаем вас принять участие в конкурсе рисунков моя многонациональная россия цель конкурса знакомство с национальными костюмами формирование толерантного отношения к людям разных национальностей развитие интереса к культуре другого народа активизация детского творчества рисунки необходимо приносить в местную администрацию мо балканский кабинет   в период с  года по  года понедельникчетверг с  до  обед с  до  пятница с  до  обед с  до  все участники конкурса получат поощрительные призы,0
26, сентября местная администрация мо балканский провела на базе  школы мастеркласс по изготовлению и декорированию скворечников все домики для птичек дети повесят на территории нашего округа,0
27,фонд имени ав соловьёва берёт под крыло развитие национальных видов спорта в петербурге завершился хi фестиваль единоборств  турнир имени ва соловьёва организованный комитетом по физической культуре и спорту совместно с фондом имени ав соловьёва турнир стал одним из крупнейших спортивных событий города собрав за три дня более двух тысяч спортсменов от самых юных и только начинающих свой путь до титулованных чемпионов призеров и победителей мировых турниров причем участники в этом году приехали в том числе из рязанской тульской областей алтайского краяпервый день турнира был полностью отдан для проведения мастерклассов знаменитые борцы  среди которых лечи курбанов сергей ялышев борис герцман руслан гасымов дмитрий попов алла падерина антон селезнев сергей сизов  поделились своими секретами и опытом с молодыми ребятамисамбо дзюдо бокс джиуджитсу ката киокушин и всестилевое каратэ  впервые на турнире был представлен такой широкий спектр боевых единоборств также впервые в рамках проекта самбо в школы в соревнованиях приняли участие непрофессиональные самбисты  воспитанники школьных спортивных клубов в соревнованиях по дзюдо в свою очередь впервые участвовали студенты вузов матчевые встречи по боксу в этом году среди юниоров стали этапом подготовки сборной санктпетербурга к международным соревнованиямв третий заключительный день турнира в нём приняли участие атлеты выступающие в категории   отличный пример спортивного долголетия и силы поединки были понастоящему захватывающими ведь за награды боролись два заслуженных мастера спорта сергей кирюхин и али куржев мастер спорта международного класса максимов евгений мастера спорта и кандидаты в мастера спорта а также разрядники уже традиционно первое место за сергеем кирюхиным который несколько лет подряд принимает участие в турнире и подтверждает свой титул обладателя кубка мира по самбо заслуженного мастера спорта россиитурнир имени моего отца  мастера спорта международного класса по самбо двукратного чемпиона европы многократного чемпиона ссср владимира александровича соловьёва  прошёл уже в одиннадцатый раз  одиннадцать лет назад мы начинали с трёх видов единоборств и с четырёхсот участников сегодня масштаб соревнований значительно поражает в этом году наш турнир стал частью реализации важного проекта самбо в школы в рамках которого в образовательную программу российских школ включён третий урок физкультуры отданный под изучение национального боевого искусства самбо в дальнейшем мы планируем организовывать для юных атлетов из других регионов помимо спортивной просветительскую программу экскурсии по городу посещение музеев так через спорт и на личном примере мы воспитываем подрастающее поколение в традиционной культуре и традиционных ценностях  говорит основатель турнира антон соловьёвтурнир входит в перечень особо значимых спортивных мероприятий города ежегодно удостаивается внимания руководящих лиц города и страны в этом году его информационными партнерами стали петербургский дневник и радио зенит,0
28,для предоставления гражданам отсрочки или освобождения от призыва на военную службу регламентированы федеральным законом  фз о мобилизационной подготовке и мобилизации в российской федерации и федеральным законом  фз о воинской обязанности и военной службе в случае ухода за родственником предоставляется отсрочка гражданам занятым постоянным уходом за отцом матерью женой мужем родным братом родной сестрой дедушкой бабушкой усыновителем при отсутствии других лиц обязанных по закону содержать указанных граждан главное условие граждане должны нуждаться в уходе по состоянию здоровья в соответствии с заключением федерального учреждения медикосоциальной экспертизы о необходимости постороннего постоянного ухода помощи надзоре таким образом в военкомат необходимо предоставить документы  подтверждающие родство  подтверждающие отсутствие других родственников обязанных по закону содержать нуждающегося в уходе гражданина заключением федерального учреждения медикосоциальной экспертизы о необходимости постороннего постоянного ухода либо документ о наличии инвалидности  группы решения органа опеки и попечительства не требуется,0
29,уважаемые жители мо балканский билеты на концерт любимые песни который состоится  года в дк ленсовета закончились,0
30,безопасность детей на дорогах  одна из важнейших проблем нашего общества в рамках всероссийской акции внимание дети с целью активизации работы по предупреждению детского дорожнотранспортного травматизма восстановлению навыков безопасного поведения детей на улицах и дорогах города их адаптации к транспортной среде в местах постоянного жительства и учёбы и в связи с началом  учебного года местная администрация мо балканский совместно с инспектором огибдд организовали акцию вниманиедети по безопасности дорожного движения первоклашкам выдадут светоотражающие фликеры и паспорта безопасности школьников  мероприятие прошло в  школе,0
31, сентября в  школе для старшеклассников местная администрация мо балканский организовала и провела мероприятие по профилактике экстремизма в молодежной среде мероприятие происходилос демонстрацией экспонатов на выставке макетов вооружения и экипировки во время мероприятия была проведена инсценировка террористической атаки нападение на здание захват заложников угроза жизни и последующая лекция о происходящем с  приведением примеров и обучающими приемами с использованием демонстрационных материалов,0
32,совет муниципального образования смольнинское в санктпетербурге предложил госдуме обвинить президента россии владимира путина в государственной измене для отрешения его от должностипо данному обращению  своё возмущение  и недовольство высказывают многие муниципальные депутаты и депутаты законодательного собрания санктпетербурга  отношение к этому журналисты попросили высказать спикера заксобрания александра бельскогомоя позиция достаточно жёсткая в этом плане и я никогда её не скрывал я всегда всё пытаюсь перевести в простую плоскость я сам жил в петербурге во дворе во дворе ребят за такие вещи могли и побить но здесь должны разбираться правоохранительные органы мне их позиция неприемлема  заявил онсотрудники и депутаты мо балканский считают такие высказывания неприемлемыми и порочащими честь президента рф провокация и агрессия должна быть наказуема,0
33,прокуратура фрунзенского района санктпетербурга  сентября  года с  до  перерыв с  до  проводит горячую линию по вопросу соблюдения прав детей при обеспечении их горячим питанием в школах и детских садах в ходе горячей линии можно сообщить достоверную и актуальную информацию о предоставлении детям горячего питания обратится с устным заявлением с целью восстановления прав несовершеннолетних можно по номеру телефона горячей  линии прокуратуры района ,0
34,уважаемые жители мо балканский приглашаем вас за билетами на концерт любимые песни мероприятие состоится  октября в  в дк ленсовета по адресу каменноостровский просп   выдача билетов с  пнчт с  до  пт с  до  перерыв с  до  для получения билета при себе иметь паспорт ,0
35, местной администрацией внутригородского муниципального образования санктпетербурга муниципального округа балканский организована акция на территории спб гбпоу колледжа метрополитена и железнодорожного транспорта в память жертв терроризма,0
36, состоялась семейная экскурсия в танковый парк стальной десант в ходе экскурсии участников познакомили с военной техникой принимавшей участие в великой отечественной войне так же познакомили с оружием стоявшем на вооружении у советских войск пятеро юных участников экскурсии произвели холостой выстрел из зенитного орудия в конце мероприятия сотрудниками танкового парка организованно показное шоу о том как действует спецназ в условиях боевых действий и на последок всех участников экскурсии прокатили на бтр,0
37,прокуратура фрунзенского района санктпетербурга  сентября  года с  до  перерыв с  до  проводит горячую линию по телефону   по вопросам соблюдения требований законодательства в сфере жилищнокоммунального хозяйства в ходе горячей линии будут приняты устные сообщения граждан о нарушениях указанного законодательства,0
38,уважаемые жители сообщаем что билеты на семейную экскурсию в танковый парк с катанием на бтр закончились,0
39,уважаемые жители приглашаем вас на семейную экскурсию в танковый парк с катанием на бтр  сентября старт автобуса в   приглашаем семьи с детьми на бесплатную интерактивную экскурсию в семейный исторический танковый парк стальной десант с катанием на бтр и просмотром исторического шоу  на один час погрузиться в военную историю самим встать за настоящее боевое зенитное орудие подносить ящики со снарядами помогать советским танкистам готовить танк к бою  вы все свое детство об этом мечтали вы представляли себя на месте героев фильмов про войну как вы поступили на их месте  и сейчас вы сделаете это у нас вместе со своими детьми  записаться на экскурсию могут только жители зарегистрированные прописанные на территории мо округ балканский   ориентировочная продолжительность экскурсии  часов   отбытие группы   прибытие в парк начало экскурсии посвящённой битве за ленинград   холостая стрельба из зенитного орудия   показ танков в движении поездка на бтр   обед в полевой кухне   свободное время для просмотра экспозиций   отход автобуса   прибытие в точку отправления  стальной десант  это военный городок с историческими и современными танками на которых можно прокатиться по учебному полигону на территории раскинулся масштабный военнополевой лагерь по истории  века с настоящими окопами артиллерийскими позициями землянкам и дотами здесь наглядно рассказывают об истории проводят незабываемые мастерклассы и показывают танковые шоу,0
40,уважаемые жители мо балканский напоминаем что  в  состоится занятие по скандинавской ходьбе осталось  свободных мест записаться можно по номеру телефона      сбор участников спортивного мероприятия по адресу купчинская ул д  лит в рядом со входом в местную администрацию мо балканский,0
41, в помещении местной администрации мо балканский состоялось награждение участников онлайн конкурса  рисунков мы говорим нет пагубным привычкам,0
42, по  сентября в легкоатлетическом манеже теннисная аллея д пройдёт хi фестиваль единоборств  турнир имени ва соловьёва в этом году фестиваль значительно расширит свои временные границы  впервые он будет проходить в течение трёх дней два из которых  соревновательные а один будет полностью отдан для проведения мастерклассов количество участников тоже увеличится  на татами выйдут около двух тысяч спортсменов по семи видам боевых единоборств самбо дзюдо бокс джиуджитсу киокушин ката всестилевое каратэ первый день фестиваля отводится для проведения мастерклассов на которых титулованные спортсмены поделятся своими секретами и опытом с молодыми ребятами так например мастеркласс по самбо проведёт мастер спорта международного класса чемпион европы призер чемпионата мира чемпион и призер чемпионатов россии сергей ялышев мастеркласс по джиуджитсу  заслуженный тренер россии старший тренер сборной команды россии дмитрий попов шестикратная чемпионка мира заслуженный мастер спорта алла падерина и мастер спорта международного класса чемпион мира по версиям cbjje uww антон селезнёв за годы своего существования турнир без сомнения стал одним из ключевых событий для представителей видов боевых искусств а количество его участников возросло многократно  говорит мастер спорта международного класса по каратэ мастер спорта россии по джиуджитсу антон соловьёв  боевые искусства  это преодоление себя воспитание боевого духа воли к победе уважения к противникутурнир им ва соловьева транслирует преемственность от поколения к поколению этих правильных не просто спортивных а жизненных принципов взглядов традиционных ценностей которые у нас в стране не просто есть а значат и мы это их доносим до детейантон владимирович проводит этот турнир больше десяти лет в честь своего отца  мастера спорта международного класса по самбо двукратного чемпиона европы многократного чемпиона ссср владимира александровича соловьева фестиваль уже давно перерос статус соревнований и стал большим объединив бывших и действующих чемпионов мира европы и россии тех спортсмены которые собственным примером показывают детям путь к успеху на церемонии открытия и в мастерклассах участвует также и внук владимира соловьева  семилетний владимир турнир входит в перечень особо значимых спортивных мероприятий города ежегодно удостаивается внимания руководящих лиц города и страны следите за всей информацией о турнире и смотрите прямую трансляцию в официальной группе  httpsvkcompublic и на сайте информационного партнера  петербургский дневник httpsvkcomvideo_ антонсоловьев спортнормажизни фондсоловьева турнирсоловьева,0
